GRVNumber|PurchaseOrderNumber|SiteCode|ItemCode|ReceivedQuantity|ActualReceiptDate|IBTSourceSite|SupplierCode|PurchaseOrderLineNumber|TotalCost|ReceiptCurrencyCode
GRV_CLOTH01_001838|PO_CLOTH01_20250106_DC_01_003083|DC_01|ITM_FOR_0050|14|2025-01-23 00:00:00||SUP_001|1|1772.4|USD
GRV_CLOTH01_001839|PO_CLOTH01_20250113_DC_01_003123|DC_01|ITM_BAS_0005|330|2025-01-23 00:00:00||SUP_006|1|1122.0|USD
GRV_CLOTH01_001840|PO_CLOTH01_20250113_DC_01_003124|DC_01|ITM_BAS_0006|436|2025-01-23 00:00:00||SUP_007|1|2044.84|USD
GRV_CLOTH01_001841|PO_CLOTH01_20250113_DC_01_003133|DC_01|ITM_TOP_0015|53|2025-01-23 00:00:00||SUP_006|1|410.75|USD
GRV_CLOTH01_001842|PO_CLOTH01_20250113_DC_01_003143|DC_01|ITM_BOT_0025|204|2025-01-23 00:00:00||SUP_006|1|5895.6|USD
GRV_CLOTH01_001843|PO_CLOTH01_20250113_DC_01_003144|DC_01|ITM_BOT_0026|109|2025-01-23 00:00:00||SUP_007|1|3771.4|USD
GRV_CLOTH01_001844|PO_CLOTH01_20250113_DC_01_003153|DC_01|ITM_FOO_0036|29|2025-01-23 00:00:00||SUP_007|1|1431.15|USD
GRV_CLOTH01_001845|PO_CLOTH01_20250113_DC_01_003158|DC_01|ITM_ACC_0046|7|2025-01-23 00:00:00||SUP_007|1|69.86|USD
GRV_CLOTH01_001846|PO_CLOTH01_20250106_DC_01_003063|DC_01|ITM_TOP_0022|21|2025-01-23 00:00:00||SUP_003|1|203.91|USD
GRV_CLOTH01_001847|PO_CLOTH01_20250113_DC_01_003140|DC_01|ITM_TOP_0022|189|2025-01-23 00:00:00||SUP_003|1|1835.19|USD
GRV_CLOTH01_001848|PO_CLOTH01_20250106_DC_01_003044|DC_01|ITM_BAS_0003|608|2025-01-24 00:00:00||SUP_004|1|2304.32|USD
GRV_CLOTH01_001849|PO_CLOTH01_20250106_DC_01_003049|DC_01|ITM_BAS_0008|607|2025-01-24 00:00:00||SUP_009|1|2051.66|USD
GRV_CLOTH01_001850|PO_CLOTH01_20250106_DC_01_003054|DC_01|ITM_TOP_0013|143|2025-01-24 00:00:00||SUP_004|1|3008.72|USD
GRV_CLOTH01_001851|PO_CLOTH01_20250106_DC_01_003059|DC_01|ITM_TOP_0018|93|2025-01-24 00:00:00||SUP_009|1|1428.48|USD
GRV_CLOTH01_001852|PO_CLOTH01_20250106_DC_01_003064|DC_01|ITM_BOT_0023|288|2025-01-24 00:00:00||SUP_004|1|4236.48|USD
GRV_CLOTH01_001853|PO_CLOTH01_20250106_DC_01_003074|DC_01|ITM_FOO_0033|26|2025-01-24 00:00:00||SUP_004|1|1179.88|USD
GRV_CLOTH01_001854|PO_CLOTH01_20250106_DC_01_003079|DC_01|ITM_FOO_0038|4|2025-01-24 00:00:00||SUP_009|1|109.32|USD
GRV_CLOTH01_001855|PO_CLOTH01_20250106_DC_01_003082|DC_01|ITM_ACC_0048|20|2025-01-24 00:00:00||SUP_009|1|163.4|USD
GRV_CLOTH01_001856|PO_CLOTH01_20250113_DC_01_003132|DC_01|ITM_TOP_0014|79|2025-01-24 00:00:00||SUP_005|1|2058.74|USD
GRV_CLOTH01_001857|PO_CLOTH01_20250113_DC_01_003142|DC_01|ITM_BOT_0024|155|2025-01-24 00:00:00||SUP_005|1|5538.15|USD
GRV_CLOTH01_001858|PO_CLOTH01_20250106_DC_01_003042|DC_01|ITM_BAS_0001|317|2025-01-24 00:00:00||SUP_002|1|2472.6|USD
GRV_CLOTH01_001859|PO_CLOTH01_20250113_DC_01_003127|DC_01|ITM_BAS_0009|56|2025-01-24 00:00:00||SUP_010|1|254.8|USD
GRV_CLOTH01_001860|PO_CLOTH01_20250113_DC_01_003150|DC_01|ITM_BOT_0032|237|2025-01-25 00:00:00||SUP_003|1|8347.14|USD
GRV_CLOTH01_001861|PO_CLOTH01_20250106_DC_01_003051|DC_01|ITM_BAS_0010|240|2025-01-25 00:00:00||SUP_001|1|1828.8|USD
GRV_CLOTH01_001862|PO_CLOTH01_20250106_DC_01_003063|DC_01|ITM_TOP_0022|6|2025-01-26 00:00:00||SUP_003|1|58.26|USD
GRV_CLOTH01_001863|PO_CLOTH01_20250113_DC_01_003122|DC_01|ITM_BAS_0004|206|2025-01-26 00:00:00||SUP_005|1|1250.42|USD
GRV_CLOTH01_001864|PO_CLOTH01_20250120_DC_01_003206|DC_01|ITM_TOP_0012|126|2025-01-27 00:00:00||SUP_003|1|1591.38|USD
GRV_CLOTH01_001865|PO_CLOTH01_20250120_DC_01_003216|DC_01|ITM_TOP_0022|260|2025-01-27 00:00:00||SUP_003|1|2524.6|USD
GRV_CLOTH01_001866|PO_CLOTH01_20250120_DC_01_003226|DC_01|ITM_BOT_0032|130|2025-01-27 00:00:00||SUP_003|1|4578.6|USD
GRV_CLOTH01_001867|PO_CLOTH01_20250113_DC_01_003134|DC_01|ITM_TOP_0016|180|2025-01-27 00:00:00||SUP_007|1|4674.6|USD
GRV_CLOTH01_001868|PO_CLOTH01_20250106_DC_01_003059|DC_01|ITM_TOP_0018|17|2025-01-27 00:00:00||SUP_009|1|261.12|USD
GRV_CLOTH01_001869|PO_CLOTH01_20250113_DC_01_003154|DC_01|ITM_FOO_0037|8|2025-01-27 00:00:00||SUP_008|1|151.36|USD
GRV_CLOTH01_001870|PO_CLOTH01_20250106_DC_01_003071|DC_01|ITM_BOT_0030|156|2025-01-27 00:00:00||SUP_001|1|3525.6|USD
GRV_CLOTH01_001871|PO_CLOTH01_20250120_DC_01_003195|DC_01|ITM_BAS_0001|441|2025-01-28 00:00:00||SUP_002|1|3439.8|USD
GRV_CLOTH01_001872|PO_CLOTH01_20250120_DC_01_003203|DC_01|ITM_BAS_0009|305|2025-01-28 00:00:00||SUP_010|1|1387.75|USD
GRV_CLOTH01_001873|PO_CLOTH01_20250120_DC_01_003205|DC_01|ITM_TOP_0011|22|2025-01-28 00:00:00||SUP_002|1|440.66|USD
GRV_CLOTH01_001874|PO_CLOTH01_20250120_DC_01_003215|DC_01|ITM_TOP_0021|90|2025-01-28 00:00:00||SUP_002|1|1375.2|USD
GRV_CLOTH01_001875|PO_CLOTH01_20250120_DC_01_003223|DC_01|ITM_BOT_0029|167|2025-01-28 00:00:00||SUP_010|1|6554.75|USD
GRV_CLOTH01_001876|PO_CLOTH01_20250120_DC_01_003225|DC_01|ITM_BOT_0031|152|2025-01-28 00:00:00||SUP_002|1|4173.92|USD
GRV_CLOTH01_001877|PO_CLOTH01_20250120_DC_01_003232|DC_01|ITM_FOO_0039|26|2025-01-28 00:00:00||SUP_010|1|784.42|USD
GRV_CLOTH01_001878|PO_CLOTH01_20250113_DC_01_003129|DC_01|ITM_TOP_0011|63|2025-01-28 00:00:00||SUP_002|1|1261.89|USD
GRV_CLOTH01_001879|PO_CLOTH01_20241230_DC_01_002984|DC_01|ITM_TOP_0018|159|2025-01-28 00:00:00||SUP_009|1|2442.24|USD
GRV_CLOTH01_001880|PO_CLOTH01_20250120_DC_01_003201|DC_01|ITM_BAS_0007|319|2025-01-29 00:00:00||SUP_008|1|2118.16|USD
GRV_CLOTH01_001881|PO_CLOTH01_20250120_DC_01_003211|DC_01|ITM_TOP_0017|89|2025-01-29 00:00:00||SUP_008|1|2093.28|USD
GRV_CLOTH01_001882|PO_CLOTH01_20250120_DC_01_003221|DC_01|ITM_BOT_0027|259|2025-01-29 00:00:00||SUP_008|1|8399.37|USD
GRV_CLOTH01_001883|PO_CLOTH01_20250120_DC_01_003234|DC_01|ITM_ACC_0047|16|2025-01-29 00:00:00||SUP_008|1|114.72|USD
GRV_CLOTH01_001884|PO_CLOTH01_20250120_DC_01_003196|DC_01|ITM_BAS_0002|449|2025-01-29 00:00:00||SUP_003|1|4162.23|USD
GRV_CLOTH01_001885|PO_CLOTH01_20250113_DC_01_003128|DC_01|ITM_BAS_0010|207|2025-01-30 00:00:00||SUP_001|1|1577.34|USD
GRV_CLOTH01_001886|PO_CLOTH01_20250113_DC_01_003138|DC_01|ITM_TOP_0020|135|2025-01-30 00:00:00||SUP_001|1|3971.7|USD
GRV_CLOTH01_001887|PO_CLOTH01_20250113_DC_01_003148|DC_01|ITM_BOT_0030|167|2025-01-30 00:00:00||SUP_001|1|3774.2|USD
GRV_CLOTH01_001888|PO_CLOTH01_20250113_DC_01_003157|DC_01|ITM_FOO_0040|18|2025-01-30 00:00:00||SUP_001|1|368.82|USD
GRV_CLOTH01_001889|PO_CLOTH01_20250120_DC_01_003199|DC_01|ITM_BAS_0005|383|2025-01-30 00:00:00||SUP_006|1|1302.2|USD
GRV_CLOTH01_001890|PO_CLOTH01_20250120_DC_01_003200|DC_01|ITM_BAS_0006|400|2025-01-30 00:00:00||SUP_007|1|1876.0|USD
GRV_CLOTH01_001891|PO_CLOTH01_20250120_DC_01_003209|DC_01|ITM_TOP_0015|115|2025-01-30 00:00:00||SUP_006|1|891.25|USD
GRV_CLOTH01_001892|PO_CLOTH01_20250120_DC_01_003210|DC_01|ITM_TOP_0016|161|2025-01-30 00:00:00||SUP_007|1|4181.17|USD
GRV_CLOTH01_001893|PO_CLOTH01_20250120_DC_01_003219|DC_01|ITM_BOT_0025|200|2025-01-30 00:00:00||SUP_006|1|5780.0|USD
GRV_CLOTH01_001894|PO_CLOTH01_20250120_DC_01_003220|DC_01|ITM_BOT_0026|103|2025-01-30 00:00:00||SUP_007|1|3563.8|USD
GRV_CLOTH01_001895|PO_CLOTH01_20250120_DC_01_003229|DC_01|ITM_FOO_0036|21|2025-01-30 00:00:00||SUP_007|1|1036.35|USD
GRV_CLOTH01_001896|PO_CLOTH01_20250113_DC_01_003149|DC_01|ITM_BOT_0031|46|2025-01-30 00:00:00||SUP_002|1|1263.16|USD
GRV_CLOTH01_001897|PO_CLOTH01_20250113_DC_01_003152|DC_01|ITM_FOO_0035|55|2025-01-30 00:00:00||SUP_006|1|2390.85|USD
GRV_CLOTH01_001898|PO_CLOTH01_20250113_DC_01_003121|DC_01|ITM_BAS_0003|397|2025-01-31 00:00:00||SUP_004|1|1504.63|USD
GRV_CLOTH01_001899|PO_CLOTH01_20250113_DC_01_003126|DC_01|ITM_BAS_0008|502|2025-01-31 00:00:00||SUP_009|1|1696.76|USD
GRV_CLOTH01_001900|PO_CLOTH01_20250113_DC_01_003131|DC_01|ITM_TOP_0013|125|2025-01-31 00:00:00||SUP_004|1|2630.0|USD
GRV_CLOTH01_001901|PO_CLOTH01_20250113_DC_01_003136|DC_01|ITM_TOP_0018|115|2025-01-31 00:00:00||SUP_009|1|1766.4|USD
GRV_CLOTH01_001902|PO_CLOTH01_20250113_DC_01_003141|DC_01|ITM_BOT_0023|266|2025-01-31 00:00:00||SUP_004|1|3912.86|USD
GRV_CLOTH01_001903|PO_CLOTH01_20250113_DC_01_003146|DC_01|ITM_BOT_0028|220|2025-01-31 00:00:00||SUP_009|1|5944.4|USD
GRV_CLOTH01_001904|PO_CLOTH01_20250113_DC_01_003151|DC_01|ITM_FOO_0033|34|2025-01-31 00:00:00||SUP_004|1|1542.92|USD
GRV_CLOTH01_001905|PO_CLOTH01_20250113_DC_01_003155|DC_01|ITM_FOO_0038|13|2025-01-31 00:00:00||SUP_009|1|355.29|USD
GRV_CLOTH01_001906|PO_CLOTH01_20250120_DC_01_003198|DC_01|ITM_BAS_0004|214|2025-01-31 00:00:00||SUP_005|1|1298.98|USD
GRV_CLOTH01_001907|PO_CLOTH01_20250120_DC_01_003208|DC_01|ITM_TOP_0014|63|2025-01-31 00:00:00||SUP_005|1|1641.78|USD
GRV_CLOTH01_001908|PO_CLOTH01_20250120_DC_01_003218|DC_01|ITM_BOT_0024|120|2025-01-31 00:00:00||SUP_005|1|4287.6|USD
GRV_CLOTH01_001909|PO_CLOTH01_20250113_DC_01_003133|DC_01|ITM_TOP_0015|25|2025-02-01 00:00:00||SUP_006|1|193.75|USD
GRV_CLOTH01_001910|PO_CLOTH01_20250106_DC_01_003069|DC_01|ITM_BOT_0028|164|2025-02-01 00:00:00||SUP_009|1|4431.28|USD
GRV_CLOTH01_001911|PO_CLOTH01_20250106_DC_01_003071|DC_01|ITM_BOT_0030|103|2025-02-02 00:00:00||SUP_001|1|2327.8|USD
GRV_CLOTH01_001912|PO_CLOTH01_20250120_DC_01_003213|DC_01|ITM_TOP_0019|99|2025-02-02 00:00:00||SUP_010|1|1103.85|USD
GRV_CLOTH01_001913|PO_CLOTH01_20250127_DC_01_003271|DC_01|ITM_BAS_0002|403|2025-02-03 00:00:00||SUP_003|1|3735.81|USD
GRV_CLOTH01_001914|PO_CLOTH01_20250127_DC_01_003281|DC_01|ITM_TOP_0012|74|2025-02-03 00:00:00||SUP_003|1|934.62|USD
GRV_CLOTH01_001915|PO_CLOTH01_20250127_DC_01_003291|DC_01|ITM_TOP_0022|190|2025-02-03 00:00:00||SUP_003|1|1844.9|USD
GRV_CLOTH01_001916|PO_CLOTH01_20250127_DC_01_003270|DC_01|ITM_BAS_0001|463|2025-02-04 00:00:00||SUP_002|1|3611.4|USD
GRV_CLOTH01_001917|PO_CLOTH01_20250127_DC_01_003278|DC_01|ITM_BAS_0009|406|2025-02-04 00:00:00||SUP_010|1|1847.3|USD
GRV_CLOTH01_001918|PO_CLOTH01_20250127_DC_01_003280|DC_01|ITM_TOP_0011|79|2025-02-04 00:00:00||SUP_002|1|1582.37|USD
GRV_CLOTH01_001919|PO_CLOTH01_20250127_DC_01_003288|DC_01|ITM_TOP_0019|72|2025-02-04 00:00:00||SUP_010|1|802.8|USD
GRV_CLOTH01_001920|PO_CLOTH01_20250127_DC_01_003298|DC_01|ITM_BOT_0029|84|2025-02-04 00:00:00||SUP_010|1|3297.0|USD
GRV_CLOTH01_001921|PO_CLOTH01_20250127_DC_01_003300|DC_01|ITM_BOT_0031|137|2025-02-04 00:00:00||SUP_002|1|3762.02|USD
GRV_CLOTH01_001922|PO_CLOTH01_20250127_DC_01_003307|DC_01|ITM_FOO_0039|22|2025-02-04 00:00:00||SUP_010|1|663.74|USD
GRV_CLOTH01_001923|PO_CLOTH01_20250120_DC_01_003230|DC_01|ITM_FOO_0037|6|2025-02-04 00:00:00||SUP_008|1|113.52|USD
GRV_CLOTH01_001924|PO_CLOTH01_20250127_DC_01_003276|DC_01|ITM_BAS_0007|287|2025-02-05 00:00:00||SUP_008|1|1905.68|USD
GRV_CLOTH01_001925|PO_CLOTH01_20250127_DC_01_003286|DC_01|ITM_TOP_0017|56|2025-02-05 00:00:00||SUP_008|1|1317.12|USD
GRV_CLOTH01_001926|PO_CLOTH01_20250127_DC_01_003296|DC_01|ITM_BOT_0027|197|2025-02-05 00:00:00||SUP_008|1|6388.71|USD
GRV_CLOTH01_001927|PO_CLOTH01_20250127_DC_01_003305|DC_01|ITM_FOO_0037|3|2025-02-05 00:00:00||SUP_008|1|56.76|USD
GRV_CLOTH01_001928|PO_CLOTH01_20250127_DC_01_003309|DC_01|ITM_ACC_0047|30|2025-02-05 00:00:00||SUP_008|1|215.1|USD
GRV_CLOTH01_001929|PO_CLOTH01_20250120_DC_01_003232|DC_01|ITM_FOO_0039|10|2025-02-05 00:00:00||SUP_010|1|301.7|USD
GRV_CLOTH01_001930|PO_CLOTH01_20250120_DC_01_003204|DC_01|ITM_BAS_0010|221|2025-02-06 00:00:00||SUP_001|1|1684.02|USD
GRV_CLOTH01_001931|PO_CLOTH01_20250120_DC_01_003214|DC_01|ITM_TOP_0020|254|2025-02-06 00:00:00||SUP_001|1|7472.68|USD
GRV_CLOTH01_001932|PO_CLOTH01_20250120_DC_01_003224|DC_01|ITM_BOT_0030|120|2025-02-06 00:00:00||SUP_001|1|2712.0|USD
GRV_CLOTH01_001933|PO_CLOTH01_20250120_DC_01_003233|DC_01|ITM_FOO_0040|37|2025-02-06 00:00:00||SUP_001|1|758.13|USD
GRV_CLOTH01_001934|PO_CLOTH01_20250127_DC_01_003274|DC_01|ITM_BAS_0005|359|2025-02-06 00:00:00||SUP_006|1|1220.6|USD
GRV_CLOTH01_001935|PO_CLOTH01_20250127_DC_01_003275|DC_01|ITM_BAS_0006|509|2025-02-06 00:00:00||SUP_007|1|2387.21|USD
GRV_CLOTH01_001936|PO_CLOTH01_20250127_DC_01_003285|DC_01|ITM_TOP_0016|160|2025-02-06 00:00:00||SUP_007|1|4155.2|USD
GRV_CLOTH01_001937|PO_CLOTH01_20250127_DC_01_003294|DC_01|ITM_BOT_0025|265|2025-02-06 00:00:00||SUP_006|1|7658.5|USD
GRV_CLOTH01_001938|PO_CLOTH01_20250127_DC_01_003295|DC_01|ITM_BOT_0026|55|2025-02-06 00:00:00||SUP_007|1|1903.0|USD
GRV_CLOTH01_001939|PO_CLOTH01_20250127_DC_01_003303|DC_01|ITM_FOO_0035|41|2025-02-06 00:00:00||SUP_006|1|1782.27|USD
GRV_CLOTH01_001940|PO_CLOTH01_20241230_DC_01_002984|DC_01|ITM_TOP_0018|39|2025-02-06 00:00:00||SUP_009|1|599.04|USD
GRV_CLOTH01_001941|PO_CLOTH01_20250106_DC_01_003042|DC_01|ITM_BAS_0001|127|2025-02-06 00:00:00||SUP_002|1|990.6|USD
GRV_CLOTH01_001942|PO_CLOTH01_20250120_DC_01_003197|DC_01|ITM_BAS_0003|599|2025-02-07 00:00:00||SUP_004|1|2270.21|USD
GRV_CLOTH01_001943|PO_CLOTH01_20250120_DC_01_003202|DC_01|ITM_BAS_0008|397|2025-02-07 00:00:00||SUP_009|1|1341.86|USD
GRV_CLOTH01_001944|PO_CLOTH01_20250120_DC_01_003207|DC_01|ITM_TOP_0013|137|2025-02-07 00:00:00||SUP_004|1|2882.48|USD
GRV_CLOTH01_001945|PO_CLOTH01_20250120_DC_01_003212|DC_01|ITM_TOP_0018|200|2025-02-07 00:00:00||SUP_009|1|3072.0|USD
GRV_CLOTH01_001946|PO_CLOTH01_20250120_DC_01_003217|DC_01|ITM_BOT_0023|268|2025-02-07 00:00:00||SUP_004|1|3942.28|USD
GRV_CLOTH01_001947|PO_CLOTH01_20250120_DC_01_003222|DC_01|ITM_BOT_0028|257|2025-02-07 00:00:00||SUP_009|1|6944.14|USD
GRV_CLOTH01_001948|PO_CLOTH01_20250120_DC_01_003227|DC_01|ITM_FOO_0033|6|2025-02-07 00:00:00||SUP_004|1|272.28|USD
GRV_CLOTH01_001949|PO_CLOTH01_20250120_DC_01_003231|DC_01|ITM_FOO_0038|1|2025-02-07 00:00:00||SUP_009|1|27.33|USD
GRV_CLOTH01_001950|PO_CLOTH01_20250127_DC_01_003273|DC_01|ITM_BAS_0004|209|2025-02-07 00:00:00||SUP_005|1|1268.63|USD
GRV_CLOTH01_001951|PO_CLOTH01_20250127_DC_01_003283|DC_01|ITM_TOP_0014|75|2025-02-07 00:00:00||SUP_005|1|1954.5|USD
GRV_CLOTH01_001952|PO_CLOTH01_20250127_DC_01_003293|DC_01|ITM_BOT_0024|113|2025-02-07 00:00:00||SUP_005|1|4037.49|USD
GRV_CLOTH01_001953|PO_CLOTH01_20250120_DC_01_003219|DC_01|ITM_BOT_0025|74|2025-02-08 00:00:00||SUP_006|1|2138.6|USD
GRV_CLOTH01_001954|PO_CLOTH01_20250127_DC_01_003284|DC_01|ITM_TOP_0015|66|2025-02-08 00:00:00||SUP_006|1|511.5|USD
GRV_CLOTH01_001955|PO_CLOTH01_20250120_DC_01_003210|DC_01|ITM_TOP_0016|23|2025-02-09 00:00:00||SUP_007|1|597.31|USD
GRV_CLOTH01_001956|PO_CLOTH01_20250113_DC_01_003138|DC_01|ITM_TOP_0020|46|2025-02-09 00:00:00||SUP_001|1|1353.32|USD
GRV_CLOTH01_001957|PO_CLOTH01_20250127_DC_01_003301|DC_01|ITM_BOT_0032|127|2025-02-10 00:00:00||SUP_003|1|4472.94|USD
GRV_CLOTH01_001958|PO_CLOTH01_20250203_DC_01_003356|DC_01|ITM_TOP_0012|123|2025-02-10 00:00:00||SUP_003|1|1553.49|USD
GRV_CLOTH01_001959|PO_CLOTH01_20250203_DC_01_003376|DC_01|ITM_BOT_0032|145|2025-02-10 00:00:00||SUP_003|1|5106.9|USD
GRV_CLOTH01_001960|PO_CLOTH01_20250127_DC_01_003304|DC_01|ITM_FOO_0036|33|2025-02-10 00:00:00||SUP_007|1|1628.55|USD
GRV_CLOTH01_001961|PO_CLOTH01_20250203_DC_01_003345|DC_01|ITM_BAS_0001|375|2025-02-11 00:00:00||SUP_002|1|2925.0|USD
GRV_CLOTH01_001962|PO_CLOTH01_20250203_DC_01_003353|DC_01|ITM_BAS_0009|416|2025-02-11 00:00:00||SUP_010|1|1892.8|USD
GRV_CLOTH01_001963|PO_CLOTH01_20250203_DC_01_003355|DC_01|ITM_TOP_0011|70|2025-02-11 00:00:00||SUP_002|1|1402.1|USD
GRV_CLOTH01_001964|PO_CLOTH01_20250203_DC_01_003363|DC_01|ITM_TOP_0019|59|2025-02-11 00:00:00||SUP_010|1|657.85|USD
GRV_CLOTH01_001965|PO_CLOTH01_20250203_DC_01_003365|DC_01|ITM_TOP_0021|61|2025-02-11 00:00:00||SUP_002|1|932.08|USD
GRV_CLOTH01_001966|PO_CLOTH01_20250203_DC_01_003383|DC_01|ITM_FOO_0039|36|2025-02-11 00:00:00||SUP_010|1|1086.12|USD
GRV_CLOTH01_001967|PO_CLOTH01_20250127_DC_01_003298|DC_01|ITM_BOT_0029|36|2025-02-11 00:00:00||SUP_010|1|1413.0|USD
GRV_CLOTH01_001968|PO_CLOTH01_20250127_DC_01_003305|DC_01|ITM_FOO_0037|0|2025-02-11 00:00:00||SUP_008|1|0.0|USD
GRV_CLOTH01_001969|PO_CLOTH01_20250120_DC_01_003228|DC_01|ITM_FOO_0035|25|2025-02-11 00:00:00||SUP_006|1|1086.75|USD
GRV_CLOTH01_001970|PO_CLOTH01_20250203_DC_01_003351|DC_01|ITM_BAS_0007|378|2025-02-12 00:00:00||SUP_008|1|2509.92|USD
GRV_CLOTH01_001971|PO_CLOTH01_20250203_DC_01_003361|DC_01|ITM_TOP_0017|81|2025-02-12 00:00:00||SUP_008|1|1905.12|USD
GRV_CLOTH01_001972|PO_CLOTH01_20250203_DC_01_003371|DC_01|ITM_BOT_0027|213|2025-02-12 00:00:00||SUP_008|1|6907.59|USD
GRV_CLOTH01_001973|PO_CLOTH01_20250203_DC_01_003381|DC_01|ITM_FOO_0037|4|2025-02-12 00:00:00||SUP_008|1|75.68|USD
GRV_CLOTH01_001974|PO_CLOTH01_20250127_DC_01_003285|DC_01|ITM_TOP_0016|58|2025-02-12 00:00:00||SUP_007|1|1506.26|USD
GRV_CLOTH01_001975|PO_CLOTH01_20250127_DC_01_003279|DC_01|ITM_BAS_0010|186|2025-02-13 00:00:00||SUP_001|1|1417.32|USD
GRV_CLOTH01_001976|PO_CLOTH01_20250127_DC_01_003289|DC_01|ITM_TOP_0020|253|2025-02-13 00:00:00||SUP_001|1|7443.26|USD
GRV_CLOTH01_001977|PO_CLOTH01_20250127_DC_01_003308|DC_01|ITM_FOO_0040|36|2025-02-13 00:00:00||SUP_001|1|737.64|USD
GRV_CLOTH01_001978|PO_CLOTH01_20250203_DC_01_003349|DC_01|ITM_BAS_0005|332|2025-02-13 00:00:00||SUP_006|1|1128.8|USD
GRV_CLOTH01_001979|PO_CLOTH01_20250203_DC_01_003350|DC_01|ITM_BAS_0006|352|2025-02-13 00:00:00||SUP_007|1|1650.88|USD
GRV_CLOTH01_001980|PO_CLOTH01_20250203_DC_01_003359|DC_01|ITM_TOP_0015|136|2025-02-13 00:00:00||SUP_006|1|1054.0|USD
GRV_CLOTH01_001981|PO_CLOTH01_20250203_DC_01_003360|DC_01|ITM_TOP_0016|140|2025-02-13 00:00:00||SUP_007|1|3635.8|USD
GRV_CLOTH01_001982|PO_CLOTH01_20250203_DC_01_003369|DC_01|ITM_BOT_0025|253|2025-02-13 00:00:00||SUP_006|1|7311.7|USD
GRV_CLOTH01_001983|PO_CLOTH01_20250203_DC_01_003370|DC_01|ITM_BOT_0026|53|2025-02-13 00:00:00||SUP_007|1|1833.8|USD
GRV_CLOTH01_001984|PO_CLOTH01_20250203_DC_01_003379|DC_01|ITM_FOO_0035|67|2025-02-13 00:00:00||SUP_006|1|2912.49|USD
GRV_CLOTH01_001985|PO_CLOTH01_20250203_DC_01_003380|DC_01|ITM_FOO_0036|35|2025-02-13 00:00:00||SUP_007|1|1727.25|USD
GRV_CLOTH01_001986|PO_CLOTH01_20250203_DC_01_003375|DC_01|ITM_BOT_0031|82|2025-02-13 00:00:00||SUP_002|1|2251.72|USD
GRV_CLOTH01_001987|PO_CLOTH01_20250127_DC_01_003272|DC_01|ITM_BAS_0003|570|2025-02-14 00:00:00||SUP_004|1|2160.3|USD
GRV_CLOTH01_001988|PO_CLOTH01_20250127_DC_01_003277|DC_01|ITM_BAS_0008|504|2025-02-14 00:00:00||SUP_009|1|1703.52|USD
GRV_CLOTH01_001989|PO_CLOTH01_20250127_DC_01_003282|DC_01|ITM_TOP_0013|246|2025-02-14 00:00:00||SUP_004|1|5175.84|USD
GRV_CLOTH01_001990|PO_CLOTH01_20250127_DC_01_003287|DC_01|ITM_TOP_0018|111|2025-02-14 00:00:00||SUP_009|1|1704.96|USD
GRV_CLOTH01_001991|PO_CLOTH01_20250127_DC_01_003297|DC_01|ITM_BOT_0028|226|2025-02-14 00:00:00||SUP_009|1|6106.52|USD
GRV_CLOTH01_001992|PO_CLOTH01_20250127_DC_01_003306|DC_01|ITM_FOO_0038|9|2025-02-14 00:00:00||SUP_009|1|245.97|USD
GRV_CLOTH01_001993|PO_CLOTH01_20250203_DC_01_003348|DC_01|ITM_BAS_0004|148|2025-02-14 00:00:00||SUP_005|1|898.36|USD
GRV_CLOTH01_001994|PO_CLOTH01_20250203_DC_01_003368|DC_01|ITM_BOT_0024|82|2025-02-14 00:00:00||SUP_005|1|2929.86|USD
GRV_CLOTH01_001995|PO_CLOTH01_20250203_DC_01_003378|DC_01|ITM_FOO_0034|9|2025-02-14 00:00:00||SUP_005|1|509.49|USD
GRV_CLOTH01_001996|PO_CLOTH01_20250203_DC_01_003366|DC_01|ITM_TOP_0022|252|2025-02-14 00:00:00||SUP_003|1|2446.92|USD
GRV_CLOTH01_001997|PO_CLOTH01_20250127_DC_01_003290|DC_01|ITM_TOP_0021|43|2025-02-15 00:00:00||SUP_002|1|657.04|USD
GRV_CLOTH01_001998|PO_CLOTH01_20250203_DC_01_003346|DC_01|ITM_BAS_0002|331|2025-02-15 00:00:00||SUP_003|1|3068.37|USD
GRV_CLOTH01_001999|PO_CLOTH01_20250127_DC_01_003302|DC_01|ITM_FOO_0033|56|2025-02-15 00:00:00||SUP_004|1|2541.28|USD
GRV_CLOTH01_002000|PO_CLOTH01_20250113_DC_01_003121|DC_01|ITM_BAS_0003|142|2025-02-16 00:00:00||SUP_004|1|538.18|USD
GRV_CLOTH01_002001|PO_CLOTH01_20250203_DC_01_003376|DC_01|ITM_BOT_0032|49|2025-02-16 00:00:00||SUP_003|1|1725.78|USD
GRV_CLOTH01_002002|PO_CLOTH01_20250203_DC_01_003373|DC_01|ITM_BOT_0029|180|2025-02-16 00:00:00||SUP_010|1|7065.0|USD
GRV_CLOTH01_002003|PO_CLOTH01_20250127_DC_01_003299|DC_01|ITM_BOT_0030|197|2025-02-16 00:00:00||SUP_001|1|4452.2|USD
GRV_CLOTH01_002004|PO_CLOTH01_20250203_DC_01_003358|DC_01|ITM_TOP_0014|113|2025-02-16 00:00:00||SUP_005|1|2944.78|USD
